consumer	line	reference	exact_path_exists	kind	target_type
tests/verification/contracts/check-pipeline-manifest-lint-baseline.mjs	23	docs/architecture/pipeline-test-gate-manifest-lint-final-audit.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-manifest-lint-cutover.mts	5	docs/architecture/pipeline-test-gate-manifest-lint-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-manifest-lint-cutover.mts	14	docs/architecture/pipeline-test-gate-manifest-lint-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-observability-phase-5-7-a.mjs	5	docs/architecture/pipeline-observability-phase-5-7-a-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-phase10-cutover.mts	5	docs/architecture/pipeline-test-gate-unit-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-phase10-cutover.mts	21	docs/architecture/pipeline-test-gate-unit-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-phase10-cutover.mts	45	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-security-cutover.mts	2	docs/architecture/pipeline-test-gate-security-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-security-cutover.mts	3	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-security-parity.mts	4	docs/architecture/pipeline-test-gate-security-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-size-budget-baseline.mjs	4	docs/architecture/pipeline-test-gate-size-budget-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-size-budget-parity.mts	12	docs/architecture/pipeline-test-gate-size-budget-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-size-budget-parity.mts	13	docs/architecture/pipeline-test-gate-size-budget-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-tailscale-exposure-baseline.mjs	3	docs/architecture/pipeline-test-gate-tailscale-exposure-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-tailscale-exposure-cutover.mts	10	docs/architecture/pipeline-test-gate-tailscale-exposure-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-tailscale-exposure-cutover.mts	16	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-tailscale-exposure-parity.mts	3	docs/architecture/pipeline-test-gate-tailscale-exposure-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-tailscale-exposure-parity.mts	4	docs/architecture/pipeline-test-gate-tailscale-exposure-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	4	docs/architecture/pipeline-test-gate-design.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	5	docs/architecture/pipeline-test-gate-implementation-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	6	docs/architecture/pipeline-test-gate-unit-baseline.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	7	docs/architecture/pipeline-test-gate-decision-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	8	docs/architecture/pipeline-test-gate-suite-migration-playbook.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	9	docs/architecture/pipeline-test-gate-phase-8-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	10	docs/architecture/pipeline-test-gate-phase-9-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	11	docs/architecture/pipeline-test-gate-phase-10-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	12	docs/architecture/pipeline-test-gate-unit-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	13	docs/architecture/pipeline-test-gate-phase-10-final-audit.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	14	docs/architecture/pipeline-test-gate-unit-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	15	docs/architecture/pipeline-test-gate-manifest-lint-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	16	docs/architecture/pipeline-test-gate-manifest-lint-implementation-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	17	docs/architecture/pipeline-test-gate-manifest-lint-final-audit.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	18	docs/architecture/pipeline-test-gate-manifest-lint-parity-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	19	docs/architecture/pipeline-test-gate-manifest-lint-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	20	docs/architecture/pipeline-test-gate-manifest-lint-parity-report.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	21	docs/architecture/pipeline-test-gate-manifest-lint-comparison.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	22	docs/architecture/pipeline-test-gate-manifest-lint-parity-final-audit.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	23	docs/architecture/pipeline-test-gate-manifest-lint-cutover-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	24	docs/architecture/pipeline-test-gate-manifest-lint-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-test-gate-traceability.mjs	25	docs/architecture/pipeline-test-gate-manifest-lint-cutover-final-audit.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-unit-parity-ledger.mjs	4	docs/architecture/pipeline-test-gate-unit-baseline.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-unit-parity-ledger.mjs	5	docs/architecture/pipeline-test-gate-unit-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-visual-baseline.mjs	3	docs/architecture/pipeline-test-gate-visual-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-visual-cutover.mts	2	docs/architecture/pipeline-test-gate-visual-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-visual-cutover.mts	14	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-visual-parity.mts	2	docs/architecture/pipeline-test-gate-visual-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-plugin-system-v2-capability-security.mjs	27	docs/architecture/plugin-system-phase5-capabilities.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-plugin-system-v2-capability-security.mjs	57	docs/generated/inventory/plugin-system.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-plugin-system-v2-phase6.mjs	34	docs/architecture/plugin-system-phase6-lifecycle.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-worker-trust-documentation.mts	5	docs/security/worker-trust.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-worker-trust-documentation.mts	6	docs/operations/worker-trust-runbook.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-worker-trust-documentation.mts	7	docs/site/understand/worker-trust.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-worker-trust-documentation.mts	8	docs/site/use/worker-trust.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-worker-trust-documentation.mts	9	docs/deployment/agent-deployments.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/deployment/docs-reference-scope.test.mjs	12	docs/review	True	literal-reference; check dynamic assembly in AP03	directory
tests/verification/deployment/docs-reference-scope.test.mjs	13	docs/site	True	literal-reference; check dynamic assembly in AP03	directory
tests/verification/deployment/docs-reference-scope.test.mjs	16	docs/review/snapshot.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
tests/verification/deployment/docs-reference-scope.test.mjs	17	docs/site/current.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
tests/verification/deployment/docs-reference-scope.test.mjs	25	docs/review/missing.txt	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
tests/verification/deployment/release-configuration.test.mjs	25	docs/note.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
tests/verification/historical-branch-acceptance/README.md	3	docs/review/branch-cleanup-20260912/historical-test-imports.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/integration/product-native-api.mjs	17	docs/review/evidence/run4-native-product	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
tests/verification/reliability/legacy-cli-diagnostic-reproducibility.test.mjs	7	docs/review/evidence/run5-adapter-legacy-cli-diagnostic.mjs	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/reliability/prism-reader-value.test.mjs	8	docs/review/evidence/run12-prism-reader-first.txt	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/reliability/prism-reader-value.test.mjs	50	docs/review/evidence/run12-prism-reader-first-matrix.txt	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/reliability/repair-identity-historical.mjs	9	docs/review/evidence/run2-sdk-remaining/repair-authorization-locale.mjs	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/reliability/runtime-profile-proxy-independent.test.mjs	9	docs/review/evidence/run9-sdk-transport-proxy-audit.mjs	True	literal-reference; check dynamic assembly in AP03	file
