id	local_status	verification_scope	evidence	live_acceptance_status
PCR-DIRECT-COMMAND-001	verifiziert		"[{""report"": ""implementation/build-command.md"", ""summary"": ""Real HTTP deadline/digest/diagnostic and production output validator/resolver evidence passes independent review. Actual BuildKit/full native runner acceptance remains blocked; no timed_out classification claim.""}, {""report"": ""https://github.com/datrab/kubeclaw/blob/d22ee1d298aa63050673e075b363ae4c996008dc/docs/review/remediation/implementation/resume-39-20260911-2h.md"", ""summary"": ""Originaler nativer Runner nach regulärem Sandbox-Build erneut ausgeführt: write EPIPE, open task children: No such file or directory. Originalassertion erhalten; keine Hostumgehung, keine erfolgreiche Providerausführung.""}, {""report"": ""implementation/resume-84-integration-root-review.md"", ""source_commit"": ""da02ba5ae6abe4b11c1addf992df308608eaed1f"", ""candidate_checkpoint"": ""0144df383250a1975d40b04746eac398ee77e747"", ""summary"": ""Originaltests korrekt als Integrationstests eingeordnet; ursprüngliche npm-Einstiegspunkte erhalten, Outputvertragsprüfung und unveränderte Paketgrenzenprüfung auf integrierter Quelle bestanden.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Alle acht Outputslots besitzen den passenden Medientypvertrag; ursprüngliche Registry-/Resolver-/FileEvidenceStore-/Validatorprüfung deckt Slots und Negativfälle ab.""}]"	not evaluated in AP01; source for AP04
PCR-HTTP-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/test-provider-semantics.md"", ""summary"": ""All five package suites/builds; independent repeat of real provider/HTTP/registry cases including40schemas and11Docker cases. Worker sandbox transport proof remains blocked.""}]"	not evaluated in AP01; source for AP04
PCR-JUNIT-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/test-provider-semantics.md"", ""summary"": ""All five package suites/builds; independent repeat of real provider/HTTP/registry cases including40schemas and11Docker cases. Worker sandbox transport proof remains blocked.""}]"	not evaluated in AP01; source for AP04
PCR-LINT-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/lint.md"", ""summary"": ""Full lint package suite with real ShellCheck/shfmt; eight targeted regressions including repeated process-group termination; independent review.""}]"	not evaluated in AP01; source for AP04
PCR-LINT-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/lint.md"", ""summary"": ""Full lint package suite with real ShellCheck/shfmt; eight targeted regressions including repeated process-group termination; independent review.""}]"	not evaluated in AP01; source for AP04
PCR-LINT-003	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/lint.md"", ""summary"": ""Full lint package suite with real ShellCheck/shfmt; eight targeted regressions including repeated process-group termination; independent review.""}]"	not evaluated in AP01; source for AP04
PCR-OPENAPI-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/test-provider-semantics.md"", ""summary"": ""All five package suites/builds; independent repeat of real provider/HTTP/registry cases including40schemas and11Docker cases. Worker sandbox transport proof remains blocked.""}]"	not evaluated in AP01; source for AP04
PCR-OPENAPI-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/test-provider-semantics.md"", ""summary"": ""All five package suites/builds; independent repeat of real provider/HTTP/registry cases including40schemas and11Docker cases. Worker sandbox transport proof remains blocked.""}]"	not evaluated in AP01; source for AP04
PCR-REVIEW-AUDIT-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/review.md"", ""summary"": ""Full original package suites/build, real Core/Git/artifact/TCP integration, parser/completion/admission and all-JS-line-terminator scanner probes; independent review. No live malformed-model E2E.""}]"	not evaluated in AP01; source for AP04
PCR-REVIEW-AUDIT-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/review.md"", ""summary"": ""Full original package suites/build, real Core/Git/artifact/TCP integration, parser/completion/admission and all-JS-line-terminator scanner probes; independent review. No live malformed-model E2E.""}]"	not evaluated in AP01; source for AP04
PCR-REVIEW-AUDIT-003	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/review.md"", ""summary"": ""Full original package suites/build, real Core/Git/artifact/TCP integration, parser/completion/admission and all-JS-line-terminator scanner probes; independent review. No live malformed-model E2E.""}]"	not evaluated in AP01; source for AP04
PCR-REVIEW-AUDIT-004	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/review.md"", ""summary"": ""Full original package suites/build, real Core/Git/artifact/TCP integration, parser/completion/admission and all-JS-line-terminator scanner probes; independent review. No live malformed-model E2E.""}]"	not evaluated in AP01; source for AP04
PCR-REVIEW-POLICY-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/review.md"", ""summary"": ""Full original package suites/build, real Core/Git/artifact/TCP integration, parser/completion/admission and all-JS-line-terminator scanner probes; independent review. No live malformed-model E2E.""}]"	not evaluated in AP01; source for AP04
PCR-REVIEW-POLICY-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/review.md"", ""summary"": ""Full original package suites/build, real Core/Git/artifact/TCP integration, parser/completion/admission and all-JS-line-terminator scanner probes; independent review. No live malformed-model E2E.""}]"	not evaluated in AP01; source for AP04
PCR-VISUAL-001	verifiziert		"[""docs/review/remediation/implementation/visual-browser-identity.md"", ""docs/review/evidence/visual-browser-identity.txt"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Browserbuild ist im v2-Baselinevertrag und Originalprovider gebunden; lokale Schema-/Provider-/Preflighttests prüfen Ablehnung ungebundener Baselines. Neuaufnahme bleibt Live-Aufgabe.""}]"	not evaluated in AP01; source for AP04
PATH-T02-001	verifiziert		"[{""report"": ""implementation/prism-preferences.md"", ""summary"": ""Persisted generation snapshot reaches original bridge prompt with generation identity. SQL, configuration and bridge process boundary pass; native PostgreSQL/full Control plus real OpenClaw generation and result callback remain unexecuted. Active architecture/round binding tracked separately in PATH-T02-002/003.""}, {""report"": ""implementation/wave49-prism-control-independent-review.md"", ""summary"": ""18/18 unabhängige Original-HTTP/SQL/Configtests, keine Skips, Typecheck und begrenzte neue Module lintfrei. Root wiederholt beide HTTPtests und 3 Konfigurationstests auf integriertem a134377; PATH-T02-002-Diagnose bleibt offen.""}]"	not evaluated in AP01; source for AP04
PATH-T02-002	verifiziert		"[""docs/review/remediation/implementation/prism-design-rounds.md"", {""report"": ""https://github.com/datrab/kubeclaw/blob/d22ee1d298aa63050673e075b363ae4c996008dc/docs/review/remediation/implementation/resume-39-20260911-2h.md"", ""summary"": ""Prism- und tatsächlicher Studio-TSX-Typecheck bestehen auf gesichertem Kandidaten. Studio-App-Quelldatei identisch zur Integration; alter Typfehlerhinweis veraltet. Native PostgreSQL-Pool-, Browser- und Agentabnahme bleibt offen.""}, {""report"": ""implementation/resume-84-integration-root-review.md"", ""source_commit"": ""da02ba5ae6abe4b11c1addf992df308608eaed1f"", ""candidate_checkpoint"": ""0144df383250a1975d40b04746eac398ee77e747"", ""summary"": ""Prism-Typprüfung und frische lokale HTTP-/Worker-Komposition auf integrierter Quelle bestanden; kein neuer TypeScriptblocker.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Runden-/Architekturversion und Wiederholung sind im Original-SQL-/HTTP-/Clientpfad gebunden; lokale konkurrierende, verspätete und verlorene Antwortfälle sind geprüft.""}]"	not evaluated in AP01; source for AP04
PATH-T02-003	verifiziert		"[""docs/review/remediation/implementation/prism-design-rounds.md"", {""report"": ""implementation/wave47-root-review.md"", ""summary"": ""Originale SQL-Persistenz und HTTP-Retry unabhängig bestanden: zwei Runden, sechs Dokumente, drei historische Ablehnungen; keine zusätzliche native Pool-/Browseranforderung im Originalbefund.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-AGENT-BRIDGE-001	verifiziert		"[""docs/review/remediation/implementation/prism-agent-jobs.md"", ""docs/review/remediation/implementation/prism-agent-resource-v2.md"", ""docs/review/evidence/integration-2d1ea1a/manifest.json"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Originale persistierte Job-/Fence-/Claim-/HTTP-/Corepfade samt DB-Reopen sind lokal geprüft; externe ungewisse Aktionen werden nicht blind wiederholt.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-AGENT-BRIDGE-002	verifiziert		"[""docs/review/remediation/implementation/prism-agent-jobs.md"", ""docs/review/remediation/implementation/prism-agent-resource-v2.md"", ""docs/review/evidence/integration-2d1ea1a/manifest.json"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Verlustfreie Projekt-/Namespace-Sitzungsidentität und Ablehnung mehrdeutiger Legacyübernahme lokal geprüft; keine bloße Sanitizing-Abkürzung.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-CONTROL-001	verifiziert		"[{""report"": ""implementation/prism-worker-control.md"", ""summary"": ""Production engine/executor and authenticated HTTP/CAS helpers verified; Root five original worker tests pass. Full original services with native PostgreSQL and DB commit/rollback proof remain unexecuted; existing monolith lint remains red.""}, {""report"": ""https://github.com/datrab/kubeclaw/blob/d22ee1d298aa63050673e075b363ae4c996008dc/docs/review/remediation/implementation/resume-39-20260911-2h.md"", ""summary"": ""Aktueller Control-Einstieg besteht kanonischen Lint; Quelldatei identisch zur Integration. Ursprüngliche Worker-Service-Tests im Enginepaket bestanden. Volle native PostgreSQL-/Commit-/Rollback-Abnahme bleibt offen.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Originale Envelope-/Claim-/Worker-/Schema-/Digest-/Evidenzbindung und gebundener Replay sind lokal mit Core, HTTP und CAS geprüft.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-CONTROL-002	verifiziert		"[{""report"": ""implementation/prism-control.md"", ""summary"": ""Atomic direction/preference SQL and real Studio proxy verified independently; Root 12/12 PGlite/HTTP tests pass. Native pooled PostgreSQL and full Control lost-ACK service proof remain unexecuted.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""UUID-/Wire-ID-Trennung und atomare Entscheidungen mit Replay sind durch echte lokale SQL-Rollbacks und ursprünglichen Studio-HTTP-Proxy geprüft.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-CORPUS-001	verifiziert		"[{""report"": ""implementation/prism-corpus.md"", ""summary"": ""Reserved transaction/advisory lock source reviewed; actual PGlite rollback tests pass. NativePG17.5/pgvector0.8.0 built but root-only UID mapping prevents legitimate initdb; real multi-connection gate not run.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Transaktionshelper reserviert eine Verbindung für Lock und sämtliche Writes; Original-SQL-/Rollback-/Idempotenztests und Typprüfung vorhanden. Mehrverbindungs-PG wird separat geprüft.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-INGESTION-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/ingestion-service.md"", ""summary"": ""Original native EISDIR crash reproduced; actual child service returns503, stays healthy, retains auth and retries204; independent review.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-PREFERENCES-001	verifiziert		"[{""report"": ""implementation/prism-preferences.md"", ""summary"": ""Original reducer and SQL regressions verify collision-free user/project/scope identity, scoped retraction, explicit consent and project overrides; trusted platform subject checked before query. Independent review and targeted builds pass.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-STORAGE-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/prism-artifacts.md"", ""summary"": ""Five native filesystem/multiprocess/SIGKILL/FIFO regressions and original store/archive suite; independent review. No host-powerloss proof.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-WORKER-001	verifiziert		"[{""report"": ""implementation/prism-worker-control.md"", ""summary"": ""Production engine/executor and authenticated HTTP/CAS helpers verified; Root five original worker tests pass. Full original services with native PostgreSQL and DB commit/rollback proof remain unexecuted; existing monolith lint remains red.""}, {""report"": ""implementation/resume-84-integration-root-review.md"", ""source_commit"": ""da02ba5ae6abe4b11c1addf992df308608eaed1f"", ""candidate_checkpoint"": ""0144df383250a1975d40b04746eac398ee77e747"", ""summary"": ""Zusätzlich echte Request-/Shutdown-Lebensdauer mit ursprünglichem nonce pg.Pool integriert; Verbindungsaufbau, gesetzte Stoppfrist und nicht als Erfolg ausgegebener Cutoff geprüft.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Pflicht-Voll-Log ist an Originalexecutor und authentifizierten CAS gebunden; echter HTTP-/Dateispeicher-, Korruptions- und Budgetpfad lokal geprüft.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-WORKER-002	verifiziert		"[""docs/review/remediation/implementation/prism-worker-cancellation.md"", {""report"": ""implementation/attempt-resource-accountability-boundary.md"", ""summary"": ""Aktuelle Parentmessung erfasst nicht den gesamten Attempt; generischer Executor misst zusätzlich vor Finalisierung/Reportadapter. Atomare Owner-/Containment-/Engineintegration sowie echte delegierte Cgroups erforderlich. Keine funktionale Behebung in diesem Slice.""}, {""report"": ""implementation/resume-84-prism-cpu-ownership-direction.md"", ""source_commit"": ""56c205ef0b421f40a378dbe94f072f8c5e94aa91"", ""summary"": ""Zwei überlappende Originaloperationen reproduzieren doppelte CPU-Zurechnung:341ms berichtete Summe bei172.468ms tatsächlicher Parent-CPU. Konkrete generische Host-/Containment-/Terminalmessungsintegration ausgearbeitet. Kein Produktionsfix und kein nativer Browser-/Cgroupnachweis.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Parallele Originaloperationen rechnen weiterhin gemeinsame Parent-CPU mehrfach zu; versuchsgebundener Owner und finale Messversiegelung fehlen im Produktionspfad.""}, {""report"": ""implementation/pr6-prism-native-local-closure.md"", ""summary"": ""Aktuellen nativen Produktionspfad geprüft: keine gemeinsame Parent-CPU-Messung mehr; per-Attempt-Scope und finale Zählerversiegelung vorhanden. 21 lokale Prüfungen bestanden, verbliebenen V1-Testimport korrigiert und alle 3 Vertragstests bestanden. Native Live-Abnahme separat offen.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-WORKER-003	verifiziert		"[""docs/review/remediation/implementation/prism-worker-cancellation.md"", {""report"": ""implementation/attempt-resource-accountability-boundary.md"", ""summary"": ""Aktuelle Parentmessung erfasst nicht den gesamten Attempt; generischer Executor misst zusätzlich vor Finalisierung/Reportadapter. Atomare Owner-/Containment-/Engineintegration sowie echte delegierte Cgroups erforderlich. Keine funktionale Behebung in diesem Slice.""}, {""report"": ""implementation/resume-84-integration-root-review.md"", ""source_commit"": ""da02ba5ae6abe4b11c1addf992df308608eaed1f"", ""candidate_checkpoint"": ""0144df383250a1975d40b04746eac398ee77e747"", ""summary"": ""Echte HTTP-Disconnect-Lücke sowie fehlender SIGTERM/SIGINT-Serviceabbruch behoben und unabhängig integriert. Original Core bleibt Abbruch-/Drainowner; tatsächliche Kindprozesse und native pg-TCP-Verbindungen geprüft, unaufgelöster Ablauf beendet Prozess mit Fehlercode.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Owner-Abbruch, HTTP-Abbruch/Drain und Worker-Shutdown sind implementiert und lokal mit Originalpfaden geprüft. CPU-Zurechnung bleibt ausdrücklich eigenes offenes Finding.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-DOMAIN-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/prism-domain.md"", ""summary"": ""Domain/PGlite13, engine7, storage/control6; seven baseline negative regressions; typecheck/lint and independent review.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-DOMAIN-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/prism-domain.md"", ""summary"": ""Domain/PGlite13, engine7, storage/control6; seven baseline negative regressions; typecheck/lint and independent review.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-DOMAIN-003	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/prism-domain.md"", ""summary"": ""Domain/PGlite13, engine7, storage/control6; seven baseline negative regressions; typecheck/lint and independent review.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-ENGINE-001	verifiziert		"[{""report"": ""implementation/prism-engine-cache.md"", ""summary"": ""15 original engine/render tests pass, including reviewer-reproduced mutable request binding correction. Completed count/serialized-byte limits and real artifact persistence verified. Original Chromium capture gate blocked by missing executable; long-lived capture/heap and full Control restart proof remain open.""}, {""report"": ""https://github.com/datrab/kubeclaw/blob/d22ee1d298aa63050673e075b363ae4c996008dc/docs/review/remediation/implementation/resume-39-20260911-2h.md"", ""summary"": ""Prism-Engine in Render-/Browsercallback-/Provider-Verantwortungen zerlegt; vier originale Lintverstöße behoben. 36 bestehende Tests ohne Skips und 12 bytegleiche Vergleiche gegen Originalquelle bestanden. Keine native Browser-/Heap-/DB-Recoveryabnahme, keine separate Gegenprüfung; Quelle nicht integriert.""}, {""report"": ""implementation/resume-84-integration-root-review.md"", ""source_commit"": ""da02ba5ae6abe4b11c1addf992df308608eaed1f"", ""candidate_checkpoint"": ""0144df383250a1975d40b04746eac398ee77e747"", ""summary"": ""Engineextraktion unabhängig mit 36 Originaltests, 12 Bytevergleichen und Callback-/Providerprüfung bestätigt und integriert. Frische Integrationssuite 55 bestanden, 1 expliziter nativer PG-Skip.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Begrenzter Completed-LRU und getrennte aktive Eigentümerschaft implementiert; Originalengine mit 100 Rendern, Byte-/Countgrenzen, Koaleszierung und echtem CAS geprüft.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-RENDERER-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/prism-renderer-studio.md"", ""summary"": ""Original render/property paths and36 canonical projection roundtrips within62 passing Node/HTTP tests; independent review. Browser acceptance separate.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-RENDERER-002	verifiziert		"[{""report"": ""implementation/prism-renderer-studio.md"", ""summary"": ""Action attributes and actual App transition wiring corrected; Node tests pass, actual iframe click proof blocked by missingChromium/CDNtimeout.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Aktionsattribute und bestehender App-Übergang sind verbunden; Originalrenderer-/Remediationtests und echter Produktionsbuild vorhanden.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-STUDIO-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/prism-renderer-studio.md"", ""summary"": ""Original render/property paths and36 canonical projection roundtrips within62 passing Node/HTTP tests; independent review. Browser acceptance separate.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-STUDIO-002	verifiziert		"[{""report"": ""implementation/prism-renderer-studio.md"", ""summary"": ""Actual HTTP artifact loading/digest/size/auth/abort tests pass; browser image decode/CSP proof blocked by missingChromium/CDNtimeout.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Kanonische Assets werden über authentifizierten Pfad geladen und nach Bytes/Digest/Größe geprüft; Original-CAS-/HTTP-Negativ- und Abbruchtests bestehen.""}]"	not evaluated in AP01; source for AP04
PCR-PRISM-STUDIO-SERVICE-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/studio-service.md"", ""summary"": ""Six actual child-service tests and independent oversize/backpressure probes; typecheck/scoped lint and review.""}]"	not evaluated in AP01; source for AP04
PCR-AGENTSOURCE-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/observer-ingress.md"", ""summary"": ""Original host normalization/admission and real FileJournal ingress regressions; existing suites/typechecks and independent review; actual Redis/OpenClaw delivery unconfirmed.""}]"	not evaluated in AP01; source for AP04
PCR-HOSTOBSERVER-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/observer-ingress.md"", ""summary"": ""Original host normalization/admission and real FileJournal ingress regressions; existing suites/typechecks and independent review; actual Redis/OpenClaw delivery unconfirmed.""}]"	not evaluated in AP01; source for AP04
PCR-HOSTOBSERVER-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/observer-ingress.md"", ""summary"": ""Original host normalization/admission and real FileJournal ingress regressions; existing suites/typechecks and independent review; actual Redis/OpenClaw delivery unconfirmed.""}]"	not evaluated in AP01; source for AP04
PCR-NOTIFY-001	verifiziert		"[{""report"": ""implementation/operator-notification.md"", ""summary"": ""Actual observer/operator/network HTTP path accepts multiline and boundary labels;13 combined independent original regressions pass.""}]"	not evaluated in AP01; source for AP04
PCR-OPERATOR-001	verifiziert		"[{""report"": ""implementation/operator-notification.md"", ""summary"": ""Five real durable HTTP receipt/retry cases and legacy identity tests pass independent review. Intended external receiver support for explicit reconciliation protocol unproven; other provider retry semantics unchanged.""}, {""report"": ""implementation/wave47-root-review.md"", ""summary"": ""Fünf echte Core/HTTP/Disk-Reconciliationregressionen unabhängig bestanden: erneuter Send, genau eine Wirkung, begrenztes persistiertes Retrybudget.""}]"	not evaluated in AP01; source for AP04
PCR-REDISTRANSPORT-001	verifiziert		"[{""report"": ""implementation/redis-transport.md"", ""summary"": ""Three genuine native Redis/wire tests, original package tests/build/lint and independent code review pass; external consumer migration remains operational gate.""}]"	not evaluated in AP01; source for AP04
PCR-REDISTRANSPORT-002	verifiziert		"[{""report"": ""implementation/redis-transport.md"", ""summary"": ""Three genuine native Redis/wire tests, original package tests/build/lint and independent code review pass; external consumer migration remains operational gate.""}]"	not evaluated in AP01; source for AP04
PCR-TELEM-001	verifiziert		"[{""report"": ""implementation/telemetry-release-identities.md"", ""summary"": ""Both unchanged original gate programs pass after expected observer identities correction; independent Root rerun.""}]"	not evaluated in AP01; source for AP04
PCR-TSTORE-001	verifiziert		"[{""report"": ""implementation/telemetry-store.md"", ""summary"": ""Original adapter and real durable file store regressions, original engine integration, package build/tests and canonical lint pass; independent review confirms protected-field policy. Full D01 trusted demo provenance remains separate work.""}]"	not evaluated in AP01; source for AP04
PCR-TSTORE-002	verifiziert		"[{""report"": ""implementation/telemetry-store.md"", ""summary"": ""Real adapter/store rejects malicious and over-budget graphs before persistence; exact depth/node/byte bounds, shared references, descriptors and no partial write verified. Root reran tests and canonical lint after complexity refactor.""}]"	not evaluated in AP01; source for AP04
F-T14-01	verifiziert		"[{""report"": ""implementation/demo-credential-handoff.md"", ""summary"": ""Vorstufe unabhängig geprüft: dauerhafter Credential-Intent vor Create, Ablehnung fremder Vorbelegung, verlorene Antwort rekonstruierbar; pending Exposure ohne TTL-Verlängerung. Finaler Ready-/Receipt-Produzent fehlt.""}, {""report"": ""implementation/demo-handoff-independent-review.md"", ""summary"": ""Kompilierter quellgebundener Demo-Handoff, verifizierter Login, dauerhafte einmalige Zustellungsreceipt und Ready-Commit integriert. Interrupted receipt lookup ursächlich repariert und über echte Journal-/SIGKILL-Recovery gegengeprüft. Native Tailnet/Cluster/Empfängerabnahme, authentifizierte menschliche Acceptance und Verlängerung bleiben offen.""}, {""report"": ""implementation/run6-coupled-root-review.md"", ""summary"": ""Gekoppelte Product-/Controller-/Chart-Implementierung nach unabhängiger Prüfung und echten nativen CRD/CEL/CAS-/signierten Controller-Tests integriert; Root wiederholt Native, Product21(17verschiedene), Chart6 und Typprüfung erfolgreich. Echte Anwendung/Tailnet/Empfängerzustellung und menschliche Gesamtacceptance bleiben offen.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Persistente Demo-/Exposure-Übergabe implementiert; ursprünglicher Product-/Controller-/Chartpfad einschließlich echtem lokalem API/CEL/CAS-/Recoverygate geprüft.""}]"	not evaluated in AP01; source for AP04
F-T14-02	verifiziert		"[{""report"": ""implementation/demo-credential-handoff.md"", ""summary"": ""Vorstufe unabhängig geprüft: dauerhafter Credential-Intent vor Create, Ablehnung fremder Vorbelegung, verlorene Antwort rekonstruierbar; pending Exposure ohne TTL-Verlängerung. Finaler Ready-/Receipt-Produzent fehlt.""}, {""report"": ""implementation/discord-delivery-receipt.md"", ""summary"": ""Remote 7ac8a7fe95066b5dcf3bf9bf53ad1894410bc4e9: tatsächliche Discord-ID+Wire-Payloaddigest und dauerhaft unsichere verlorene Antwort; neun Originalregressionen bestanden. Native Zustellung/Ready-Produzent offen.""}, {""report"": ""implementation/demo-handoff-independent-review.md"", ""summary"": ""Kompilierter quellgebundener Demo-Handoff, verifizierter Login, dauerhafte einmalige Zustellungsreceipt und Ready-Commit integriert. Interrupted receipt lookup ursächlich repariert und über echte Journal-/SIGKILL-Recovery gegengeprüft. Native Tailnet/Cluster/Empfängerabnahme, authentifizierte menschliche Acceptance und Verlängerung bleiben offen.""}, {""report"": ""implementation/run6-coupled-root-review.md"", ""summary"": ""Gekoppelte Product-/Controller-/Chart-Implementierung nach unabhängiger Prüfung und echten nativen CRD/CEL/CAS-/signierten Controller-Tests integriert; Root wiederholt Native, Product21(17verschiedene), Chart6 und Typprüfung erfolgreich. Echte Anwendung/Tailnet/Empfängerzustellung und menschliche Gesamtacceptance bleiben offen.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Zugangs-/Credential-/Deliverybindung implementiert und in lokalen Product-/HTTP-/Controllerregressionen geprüft; reale Zustellung und menschliche Abnahme sind später.""}]"	not evaluated in AP01; source for AP04
PCR-BUSTER-NS-001	verifiziert		"[{""report"": ""implementation/namespace-broker.md"", ""summary"": ""Uncached Go race suite with genuine HTTP token rotation/provisioning/expiry and actual bounded parser/invoker regressions; independent review. No live cluster claim.""}]"	not evaluated in AP01; source for AP04
PCR-BUSTER-NS-002	verifiziert		"[{""report"": ""implementation/namespace-broker.md"", ""summary"": ""Uncached Go race suite with genuine HTTP token rotation/provisioning/expiry and actual bounded parser/invoker regressions; independent review. No live cluster claim.""}]"	not evaluated in AP01; source for AP04
PCR-BUSTER-NS-003	verifiziert		"[{""report"": ""implementation/namespace-broker.md"", ""summary"": ""Uncached Go race suite with genuine HTTP token rotation/provisioning/expiry and actual bounded parser/invoker regressions; independent review. No live cluster claim.""}]"	not evaluated in AP01; source for AP04
PCR-KUBERNETES-FIXTURE-001	verifiziert		"[{""report"": ""implementation/namespace-broker.md"", ""summary"": ""Uncached Go race suite with genuine HTTP token rotation/provisioning/expiry and actual bounded parser/invoker regressions; independent review. No live cluster claim.""}]"	not evaluated in AP01; source for AP04
