id	file	line	scope	pattern	expression	current_authority_source	classification	canonical_owner	proposed_action	behavior_change	test_or_contract_coverage	review_status
FB-01421	skills/nova/pipeline/services/system-io-warning.ts	121	emitPipelineLogAppendWarning	pipe_pipe	session_key: entry?.sessionKey || entry?.session_key || null,	emitPipelineLogAppendWarning	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01422	skills/nova/pipeline/services/system-io-warning.ts	136	emitPromptArtifactWriteWarning	nullish	code: error?.code ?? null,	typed error/detail state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01423	skills/nova/pipeline/services/system-io-warning.ts	138	emitPromptArtifactWriteWarning	nullish	syscall: error?.syscall ?? null,	typed error/detail state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01424	skills/nova/pipeline/services/system-io-warning.ts	139	emitPromptArtifactWriteWarning	pipe_pipe	module_id: entry?.moduleId || entry?.module_id || null,	emitPromptArtifactWriteWarning	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01425	skills/nova/pipeline/services/system-io-warning.ts	140	emitPromptArtifactWriteWarning	pipe_pipe	gate_id: entry?.gateId || entry?.gate_id || null,	emitPromptArtifactWriteWarning	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01426	skills/nova/pipeline/services/system-io-warning.ts	141	emitPromptArtifactWriteWarning	pipe_pipe	gate_type: entry?.gateType || entry?.gate_type || null,	emitPromptArtifactWriteWarning	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01427	skills/nova/pipeline/services/system-io-warning.ts	143	emitPromptArtifactWriteWarning	pipe_pipe	dispatch_id: entry?.dispatchId || entry?.dispatch_id || null,	emitPromptArtifactWriteWarning	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01428	skills/nova/pipeline/services/system-io-warning.ts	144	emitPromptArtifactWriteWarning	pipe_pipe	session_key: entry?.sessionKey || entry?.session_key || null,	emitPromptArtifactWriteWarning	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01429	skills/nova/pipeline/services/rate-limit-exit.ts	28	normalizeGateRateLimitRunId	pipe_pipe	if (typeof value !== 'string' || value.trim() === '' || value !== value.trim()) {	normalizeGateRateLimitRunId	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01430	skills/nova/pipeline/services/rate-limit-exit.ts	36	buildRateLimitOperatorAlertPayload	pipe_pipe	module_id: exitResult.module_id || exitResult.module || null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01431	skills/nova/pipeline/services/rate-limit-exit.ts	37	buildRateLimitOperatorAlertPayload	pipe_pipe	gate_id: exitResult.gate_id || exitResult.gate || null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01432	skills/nova/pipeline/services/rate-limit-exit.ts	38	buildRateLimitOperatorAlertPayload	pipe_pipe	gate_type: exitResult.gate_type || null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01433	skills/nova/pipeline/services/rate-limit-exit.ts	39	buildRateLimitOperatorAlertPayload	nullish	attempt: exitResult.attempt ?? null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01434	skills/nova/pipeline/services/rate-limit-exit.ts	40	buildRateLimitOperatorAlertPayload	pipe_pipe	dispatch_id: exitResult.dispatch_id || null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01435	skills/nova/pipeline/services/rate-limit-exit.ts	41	buildRateLimitOperatorAlertPayload	pipe_pipe	gateway_label: exitResult.gateway_label || null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01436	skills/nova/pipeline/services/rate-limit-exit.ts	42	buildRateLimitOperatorAlertPayload	pipe_pipe	session_key: exitResult.session_key || null,	buildRateLimitOperatorAlertPayload	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01437	skills/nova/pipeline/services/rate-limit-exit.ts	44	buildRateLimitOperatorAlertPayload	pipe_pipe	reason: exitResult.reason || reason,	typed error/detail state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01438	skills/nova/pipeline/services/rate-limit-exit.ts	46	buildRateLimitOperatorAlertPayload	nullish	max_rate_limit_pauses: exitResult.max_rate_limit_pauses ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01439	skills/nova/pipeline/services/rate-limit-exit.ts	47	buildRateLimitOperatorAlertPayload	nullish	rate_limit_pauses: exitResult.rate_limit_pauses ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01440	skills/nova/pipeline/services/rate-limit-exit.ts	48	buildRateLimitOperatorAlertPayload	pipe_pipe	rate_limit_status: exitResult.rate_limit_status || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01441	skills/nova/pipeline/services/rate-limit-exit.ts	66	buildSessionRateLimitExitResult	pipe_pipe	if (!rateLimitStatus || typeof rateLimitStatus !== 'object') {	configuration or policy value	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01442	skills/nova/pipeline/services/rate-limit-exit.ts	70	buildSessionRateLimitExitResult	nullish	const maxRateLimitPauses = resolveSessionRateLimitMaxPauses(result, maxPauses) ?? 0;	configuration or policy value	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01443	skills/nova/pipeline/services/rate-limit-exit.ts	73	buildSessionRateLimitExitResult	nullish	attempt: resolveAttempt(result) ?? resolvedIdentity.attempt ?? null,	buildSessionRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01444	skills/nova/pipeline/services/rate-limit-exit.ts	74	buildSessionRateLimitExitResult	nullish	dispatch_id: resolveDispatchId(result) ?? resolvedIdentity.dispatch_id ?? null,	buildSessionRateLimitExitResult	delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01445	skills/nova/pipeline/services/rate-limit-exit.ts	75	buildSessionRateLimitExitResult	nullish	gateway_label: resolveGatewayLabel(result) ?? resolvedIdentity.gateway_label ?? null,	buildSessionRateLimitExitResult	delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01446	skills/nova/pipeline/services/rate-limit-exit.ts	76	buildSessionRateLimitExitResult	nullish	session_key: resolveSessionKey(result) ?? resolvedIdentity.session_key ?? null,	buildSessionRateLimitExitResult	delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01447	skills/nova/pipeline/services/rate-limit-exit.ts	85	buildSessionRateLimitExitResult	pipe_pipe	} = result || {};	buildSessionRateLimitExitResult	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01448	skills/nova/pipeline/services/rate-limit-exit.ts	93	buildSessionRateLimitExitResult	nullish	result?.rate_limit_pauses ?? 0,	configuration or policy value	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01449	skills/nova/pipeline/services/rate-limit-exit.ts	112		nullish	const exhaustedDispatchId = (resolveResultDispatchId(redisEntry) ?? expectedIdentity.dispatch_id ?? null);		delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01450	skills/nova/pipeline/services/rate-limit-exit.ts	113		nullish	const exhaustedSessionKey = (resolveResultSessionKey(redisEntry) ?? expectedIdentity.session_key ?? null);		delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01451	skills/nova/pipeline/services/rate-limit-exit.ts	114		nullish	const exhaustedGatewayLabel = (resolveResultGatewayLabel(redisEntry) ?? expectedIdentity.gateway_label ?? null);		delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01452	skills/nova/pipeline/services/rate-limit-exit.ts	115		nullish	const exhaustedAttempt = (resolveResultAttempt(redisEntry) ?? expectedIdentity.attempt ?? null);		model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01453	skills/nova/pipeline/services/rate-limit-exit.ts	116		pipe_pipe	const exhaustedRunId = redisEntry.run_id || expectedIdentity.run_id || null;		model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01454	skills/nova/pipeline/services/rate-limit-exit.ts	117		nullish	const exhaustedMaxRateLimitPauses = redisEntry.max_rate_limit_pauses ?? redisEntry.max_pauses ?? null;	configuration or policy value	delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01455	skills/nova/pipeline/services/rate-limit-exit.ts	118		nullish	const exhaustedPauseCount = redisEntry.rate_limit_pauses ?? redisEntry.pause_count ?? exhaustedMaxRateLimitPauses ?? 0;	configuration or policy value	delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01456	skills/nova/pipeline/services/rate-limit-exit.ts	121		nullish,pipe_pipe	reason: status.reason ?? (redisEntry.reason || redisEntry.summary || 'max_pauses_exceeded'),	lifecycle/read-model state	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01457	skills/nova/pipeline/services/rate-limit-exit.ts	122		nullish,pipe_pipe	source: status.source ?? (redisEntry.source || 'unknown'),	lifecycle/read-model state	replace_placeholder_with_typed_absence	typed absence owner	Replace placeholder display text with typed absence, omitted field, or typed failure when required.	absence_representation_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01458	skills/nova/pipeline/services/rate-limit-exit.ts	123		nullish	run_id: status.run_id ?? exhaustedRunId,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01459	skills/nova/pipeline/services/rate-limit-exit.ts	124		nullish	attempt: status.attempt ?? exhaustedAttempt,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01460	skills/nova/pipeline/services/rate-limit-exit.ts	125		nullish	dispatch_id: status.dispatch_id ?? exhaustedDispatchId,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01461	skills/nova/pipeline/services/rate-limit-exit.ts	126		nullish	gateway_label: status.gateway_label ?? exhaustedGatewayLabel,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01462	skills/nova/pipeline/services/rate-limit-exit.ts	127		nullish	session_key: status.session_key ?? exhaustedSessionKey,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01463	skills/nova/pipeline/services/rate-limit-exit.ts	128		nullish	max_rate_limit_pauses: status.max_rate_limit_pauses ?? exhaustedMaxRateLimitPauses,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01464	skills/nova/pipeline/services/rate-limit-exit.ts	144		pipe_pipe	source: redisEntry.source || 'unknown',		replace_placeholder_with_typed_absence	typed absence owner	Replace placeholder display text with typed absence, omitted field, or typed failure when required.	absence_representation_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01465	skills/nova/pipeline/services/rate-limit-exit.ts	154		pipe_pipe	attempt: expectedIdentity.attempt || null,		model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01466	skills/nova/pipeline/services/rate-limit-exit.ts	155		pipe_pipe	dispatch_id: expectedIdentity.dispatch_id || null,		model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01467	skills/nova/pipeline/services/rate-limit-exit.ts	156		pipe_pipe	gateway_label: expectedIdentity.gateway_label || null,		model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01468	skills/nova/pipeline/services/rate-limit-exit.ts	157		pipe_pipe	session_key: expectedIdentity.session_key || null,		model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01469	skills/nova/pipeline/services/rate-limit-exit.ts	184	buildModuleTerminalOwnedRedisRateLimitExitResult	pipe_pipe	run_id: expectedIdentity.run_id || identity.run_id || null,	buildModuleTerminalOwnedRedisRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01470	skills/nova/pipeline/services/rate-limit-exit.ts	185	buildModuleTerminalOwnedRedisRateLimitExitResult	pipe_pipe	attempt: expectedIdentity.attempt || identity.attempt || null,	buildModuleTerminalOwnedRedisRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01471	skills/nova/pipeline/services/rate-limit-exit.ts	186	buildModuleTerminalOwnedRedisRateLimitExitResult	pipe_pipe	dispatch_id: expectedIdentity.dispatch_id || identity.dispatch_id || null,	buildModuleTerminalOwnedRedisRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01472	skills/nova/pipeline/services/rate-limit-exit.ts	187	buildModuleTerminalOwnedRedisRateLimitExitResult	pipe_pipe	gateway_label: expectedIdentity.gateway_label || identity.gateway_label || null,	buildModuleTerminalOwnedRedisRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01473	skills/nova/pipeline/services/rate-limit-exit.ts	188	buildModuleTerminalOwnedRedisRateLimitExitResult	pipe_pipe	session_key: expectedIdentity.session_key || identity.session_key || null,	buildModuleTerminalOwnedRedisRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01474	skills/nova/pipeline/services/rate-limit-exit.ts	192	buildModuleTerminalOwnedRedisRateLimitExitResult	nullish	const resolvedCompletionSummary = exhaustedStatus.completion_summary ?? completionSummary ?? redisEntry.summary ?? null;	buildModuleTerminalOwnedRedisRateLimitExitResult	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01475	skills/nova/pipeline/services/rate-limit-exit.ts	193	buildModuleTerminalOwnedRedisRateLimitExitResult	nullish	const resolvedForgeCommitHash = exhaustedStatus.forge_commit_hash ?? forgeCommitHash ?? redisEntry.commit_hash ?? null;	buildModuleTerminalOwnedRedisRateLimitExitResult	delete_legacy_alias_choose_canonical_field	canonical schema owner	Choose one canonical field/source and migrate callers; multiple field names are not canonical.	authority_change_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01476	skills/nova/pipeline/services/rate-limit-exit.ts	262		pipe_pipe	error: error?.message || String(error),	transport payload contract	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01477	skills/nova/pipeline/services/rate-limit-exit.ts	263		pipe_pipe	original_reason: exitResult.reason || reason,	typed error/detail state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01478	skills/nova/pipeline/services/rate-limit-exit.ts	270		pipe_pipe	log('WARN', `Rate-limit exhaustion ${hookName} delivery-failure alert write failed: ${alertError?.message || alertError}`);	transport payload contract	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01479	skills/nova/pipeline/services/rate-limit-exit.ts	280	async	pipe_pipe	log('WARN', `Rate-limit exhaustion ${hookName} hook failed after durable local evidence was written: ${error?.message || error}`);	transport payload contract	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01480	skills/nova/pipeline/services/rate-limit-exit.ts	309	appendInvalidRateLimitCooldownResumeAtAlert	pipe_pipe	gate_type: cooldown.gate_type || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01481	skills/nova/pipeline/services/rate-limit-exit.ts	310	appendInvalidRateLimitCooldownResumeAtAlert	nullish	attempt: cooldown.attempt ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01482	skills/nova/pipeline/services/rate-limit-exit.ts	311	appendInvalidRateLimitCooldownResumeAtAlert	pipe_pipe	dispatch_id: cooldown.dispatch_id || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01483	skills/nova/pipeline/services/rate-limit-exit.ts	312	appendInvalidRateLimitCooldownResumeAtAlert	pipe_pipe	gateway_label: cooldown.gateway_label || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01484	skills/nova/pipeline/services/rate-limit-exit.ts	313	appendInvalidRateLimitCooldownResumeAtAlert	pipe_pipe	session_key: cooldown.session_key || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01485	skills/nova/pipeline/services/rate-limit-exit.ts	315	appendInvalidRateLimitCooldownResumeAtAlert	nullish	resume_at: resumeAt ?? null,	appendInvalidRateLimitCooldownResumeAtAlert	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01486	skills/nova/pipeline/services/rate-limit-exit.ts	316	appendInvalidRateLimitCooldownResumeAtAlert	pipe_pipe	step_type: step.type || null,	appendInvalidRateLimitCooldownResumeAtAlert	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01487	skills/nova/pipeline/services/rate-limit-exit.ts	340	finalizePostRunSummaryRateLimitExhaustion	pipe_pipe	if (!config || !moduleId || !phase || !exhaustedReason) return;	configuration or policy value	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01488	skills/nova/pipeline/services/rate-limit-exit.ts	353	finalizePostRunSummaryRateLimitExhaustion	pipe_pipe	if (!config || !summaryType || !exhaustedReason) return;	configuration or policy value	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01489	skills/nova/pipeline/services/rate-limit-exit.ts	460	createTrackedSummarySessionRateLimitExhaustionOptions	pipe_pipe	? (discordExtraFields(exitResult) || [])	createTrackedSummarySessionRateLimitExhaustionOptions	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01490	skills/nova/pipeline/services/rate-limit-exit.ts	461	createTrackedSummarySessionRateLimitExhaustionOptions	pipe_pipe	: (discordExtraFields || []);	createTrackedSummarySessionRateLimitExhaustionOptions	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01491	skills/nova/pipeline/services/rate-limit-exit.ts	636	createModuleSessionRateLimitExhaustionOptions	pipe_pipe	if (!config || !moduleId) return;	configuration or policy value	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01492	skills/nova/pipeline/services/rate-limit-exit.ts	649	createModuleSessionRateLimitExhaustionOptions	pipe_pipe	if (!config || !discordTitle || !discordDescription) return;	configuration or policy value	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01493	skills/nova/pipeline/services/rate-limit-exit.ts	652	createModuleSessionRateLimitExhaustionOptions	pipe_pipe	if (!title || !description) return;	createModuleSessionRateLimitExhaustionOptions	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01494	skills/nova/pipeline/services/redis-log.ts	26	reportRedisLogIncident	pipe_pipe	message: context.message || 'Redis artifact logging failed; continuing without blocking pipeline execution',	transport payload contract	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-01495	skills/nova/pipeline/services/redis-log.ts	63	appendRedisArtifactRecord	pipe_pipe	...(errors.length > 0 && { errors: errors.map(({ filePath, error }) => ({ filePath, message: error?.message || String(error) })) }),	transport payload contract	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
